Open Time,Low,4H_0,4H_1,4H_2,4H_3,4H_4,4H_5,4H_6,4H_7,4H_8,4H_9,4H_10,4H_11,4H_12,4H_13,4H_14,4H_15,4H_16,4H_17,4H_18,4H_19,4H_20,4H_21,4H_22,4H_23,4H_24,4H_25,4H_26,4H_27,4H_28,4H_29,4H_30,4H_31,4H_32,4H_33,4H_34,4H_35,4H_36,4H_37,4H_38,4H_39,4H_40,4H_41,1H_0,1H_1,1H_2,1H_3,1H_4,1H_5,1H_6,1H_7,1H_8,1H_9,1H_10,1H_11,1H_12,1H_13,1H_14,1H_15,1H_16,1H_17,1H_18,1H_19,1H_20,1H_21,1H_22,1H_23,1H_24,1H_25,1H_26,1H_27,1H_28,1H_29,1H_30,1H_31,1H_32,1H_33,1H_34,1H_35,1H_36,1H_37,1H_38,1H_39,1H_40,1H_41,1H_42,1H_43,1H_44,1H_45,1H_46,1H_47,1H_48,1H_49,1H_50,1H_51,1H_52,1H_53,1H_54,1H_55,1H_56,1H_57,1H_58,1H_59,1H_60,1H_61,1H_62,1H_63,1H_64,1H_65,1H_66,1H_67,1H_68,1H_69,1H_70,1H_71,1H_72,1H_73,1H_74,1H_75,1H_76,1H_77,1H_78,1H_79,1H_80,1H_81,1H_82,1H_83,1H_84,1H_85,1H_86,1H_87,1H_88,1H_89,1H_90,1H_91,1H_92,1H_93,1H_94,1H_95,15M_0,15M_1,15M_2,15M_3,15M_4,15M_5,15M_6,15M_7,15M_8,15M_9,15M_10,15M_11,15M_12,15M_13,15M_14,15M_15,15M_16,15M_17,15M_18,15M_19,15M_20,15M_21,15M_22,15M_23,15M_24,15M_25,15M_26,15M_27,15M_28,15M_29,15M_30,15M_31,15M_32,15M_33,15M_34,15M_35,15M_36,15M_37,15M_38,15M_39,15M_40,15M_41,15M_42,15M_43,15M_44,15M_45,15M_46,15M_47,15M_48,15M_49,15M_50,15M_51,15M_52,15M_53,15M_54,15M_55,15M_56,15M_57,15M_58,15M_59,15M_60,15M_61,15M_62,15M_63,15M_64,15M_65,15M_66,15M_67,15M_68,15M_69,15M_70,15M_71,15M_72,15M_73,15M_74,15M_75,15M_76,15M_77,15M_78,15M_79,15M_80,15M_81,15M_82,15M_83,15M_84,15M_85,15M_86,15M_87,15M_88,15M_89,15M_90,15M_91,15M_92,15M_93,15M_94,15M_95,15M_96,15M_97,15M_98,15M_99,15M_100,15M_101,15M_102,15M_103,15M_104,15M_105,15M_106,15M_107,15M_108,15M_109,15M_110,15M_111,15M_112,15M_113,15M_114,15M_115,15M_116,15M_117,15M_118,15M_119,15M_120,15M_121,15M_122,15M_123,15M_124,15M_125,15M_126,15M_127,15M_128,15M_129,15M_130,15M_131,15M_132,15M_133,15M_134,15M_135,15M_136,15M_137,15M_138,15M_139,15M_140,15M_141,15M_142,15M_143,15M_144,15M_145,15M_146,15M_147,15M_148,15M_149,15M_150,15M_151,15M_152,15M_153,15M_154,15M_155,15M_156,15M_157,15M_158,15M_159,15M_160,15M_161,15M_162,15M_163,15M_164,15M_165,15M_166,15M_167,15M_168,15M_169,15M_170,15M_171,15M_172,15M_173,15M_174,15M_175,15M_176,15M_177,15M_178,15M_179,15M_180,15M_181,15M_182,15M_183,15M_184,15M_185,15M_186,15M_187,15M_188,15M_189,15M_190,15M_191
2021-02-08,1563.89000000,1563.89000000,1552.68000000,1490.46000000,1525.01000000,1613.48000000,1585.44000000,1609.03000000,1671.33000000,1655.23000000,1663.00000000,1672.01000000,1642.94000000,1645.48000000,1695.00000000,1682.00000000,1657.35000000,1641.22000000,1622.24000000,1591.00000000,1588.00000000,1565.00000000,1554.44000000,1570.96000000,1635.00000000,1632.51000000,1600.44000000,1580.10000000,1523.24000000,1512.38000000,1537.69000000,1508.39000000,1497.12000000,1421.56000000,1408.00000000,1405.62000000,1367.50000000,1360.28000000,1329.37000000,1300.00000000,1301.51000000,1307.52000000,1301.70000000,1590.48000000,1597.89000000,1575.94000000,1574.21000000,1552.68000000,1561.99000000,1552.65000000,1546.00000000,1490.46000000,1525.01000000,1560.60000000,1579.12000000,1600.00000000,1613.48000000,1634.08000000,1630.80000000,1628.60000000,1606.75000000,1606.59000000,1600.73000000,1585.44000000,1614.88000000,1609.03000000,1631.10000000,1671.00000000,1671.33000000,1695.17000000,1691.85000000,1683.10000000,1695.00000000,1691.57000000,1678.51000000,1655.23000000,1671.92000000,1676.15000000,1669.06000000,1663.00000000,1673.21000000,1675.00000000,1689.89000000,1672.01000000,1672.12000000,1657.97000000,1642.94000000,1665.48000000,1662.26000000,1661.63000000,1645.48000000,1717.99000000,1700.08000000,1700.00000000,1710.00000000,1695.00000000,1682.00000000,1683.00000000,1713.16000000,1701.80000000,1719.02000000,1706.63000000,1660.79000000,1657.35000000,1642.57000000,1641.22000000,1650.00000000,1648.19000000,1645.26000000,1631.08000000,1622.24000000,1628.51000000,1614.05000000,1594.41000000,1594.42000000,1591.00000000,1588.00000000,1600.00000000,1627.51000000,1639.17000000,1636.90000000,1627.92000000,1623.33000000,1565.00000000,1554.44000000,1586.01000000,1618.01000000,1605.68000000,1611.72000000,1632.11000000,1570.96000000,1626.00000000,1662.17000000,1649.01000000,1649.00000000,1635.00000000,1632.51000000,1646.00000000,1675.51000000,1597.00000000,1610.36000000,1604.00000000,1602.27000000,1597.89000000,1584.19000000,1575.94000000,1576.00000000,1589.72000000,1592.27000000,1576.65000000,1574.21000000,1577.27000000,1578.47000000,1570.50000000,1561.27000000,1552.68000000,1561.99000000,1577.96000000,1576.00000000,1576.15000000,1574.62000000,1564.71000000,1558.92000000,1552.65000000,1546.00000000,1554.42000000,1562.35000000,1551.87000000,1528.74000000,1515.40000000,1490.46000000,1510.58000000,1535.06000000,1535.00000000,1525.01000000,1557.00000000,1565.44000000,1576.00000000,1571.18000000,1560.60000000,1580.40000000,1579.12000000,1618.50000000,1613.15000000,1611.31000000,1603.34000000,1600.00000000,1615.41000000,1620.69000000,1618.79000000,1613.48000000,1621.28000000,1635.00000000,1641.16000000,1644.30000000,1634.08000000,1633.25000000,1634.90000000,1630.80000000,1635.46000000,1635.32000000,1636.67000000,1640.50000000,1628.60000000,1631.90000000,1628.00000000,1625.32000000,1606.75000000,1609.43000000,1613.19000000,1606.59000000,1609.17000000,1613.24000000,1602.00000000,1608.46000000,1600.73000000,1585.44000000,1599.00000000,1618.90000000,1620.00000000,1614.88000000,1617.07000000,1623.56000000,1619.67000000,1625.71000000,1615.42000000,1609.03000000,1633.01000000,1631.10000000,1659.00000000,1668.02000000,1672.00000000,1676.00000000,1680.01000000,1682.61000000,1671.00000000,1671.33000000,1677.00000000,1675.00000000,1687.26000000,1695.17000000,1705.61000000,1706.43000000,1705.06000000,1708.00000000,1701.34000000,1692.98000000,1691.85000000,1688.60000000,1683.52000000,1683.10000000,1698.01000000,1704.93000000,1695.00000000,1708.00000000,1702.27000000,1697.13000000,1693.03000000,1691.57000000,1702.23000000,1689.09000000,1685.03000000,1678.51000000,1685.25000000,1687.35000000,1681.68000000,1670.92000000,1655.23000000,1671.92000000,1676.07000000,1681.20000000,1684.01000000,1684.00000000,1688.00000000,1680.09000000,1676.15000000,1672.72000000,1680.00000000,1676.10000000,1669.06000000,1674.68000000,1676.76000000,1665.79000000,1663.00000000,1675.91000000,1680.47000000,1673.25000000,1673.21000000,1683.85000000,1675.00000000,1676.98000000,1687.57000000,1689.89000000,1695.31000000,1704.04000000,1695.36000000,1695.85000000,1694.30000000,1680.41000000,1672.01000000,1672.57000000,1674.33000000,1673.01000000,1672.12000000,1668.27000000,1668.38000000,1663.87000000,1657.97000000,1653.51000000,1642.94000000,1654.01000000,1647.51000000,1670.06000000,1673.24000000,1665.48000000,1669.01000000,1679.31000000,1662.26000000,1663.00000000,1663.00000000,1671.15000000,1678.19000000,1672.43000000,1661.63000000,1645.48000000,1668.02000000,1700.00000000,1715.66000000,1727.18000000,1731.63000000,1724.13000000
