Open Time,High,4H_0,4H_1,4H_2,4H_3,4H_4,4H_5,4H_6,4H_7,4H_8,4H_9,4H_10,4H_11,4H_12,4H_13,4H_14,4H_15,4H_16,4H_17,4H_18,4H_19,4H_20,4H_21,4H_22,4H_23,4H_24,4H_25,4H_26,4H_27,4H_28,4H_29,4H_30,4H_31,4H_32,4H_33,4H_34,4H_35,4H_36,4H_37,4H_38,4H_39,4H_40,4H_41,1H_0,1H_1,1H_2,1H_3,1H_4,1H_5,1H_6,1H_7,1H_8,1H_9,1H_10,1H_11,1H_12,1H_13,1H_14,1H_15,1H_16,1H_17,1H_18,1H_19,1H_20,1H_21,1H_22,1H_23,1H_24,1H_25,1H_26,1H_27,1H_28,1H_29,1H_30,1H_31,1H_32,1H_33,1H_34,1H_35,1H_36,1H_37,1H_38,1H_39,1H_40,1H_41,1H_42,1H_43,1H_44,1H_45,1H_46,1H_47,1H_48,1H_49,1H_50,1H_51,1H_52,1H_53,1H_54,1H_55,1H_56,1H_57,1H_58,1H_59,1H_60,1H_61,1H_62,1H_63,1H_64,1H_65,1H_66,1H_67,1H_68,1H_69,1H_70,1H_71,1H_72,1H_73,1H_74,1H_75,1H_76,1H_77,1H_78,1H_79,1H_80,1H_81,1H_82,1H_83,1H_84,1H_85,1H_86,1H_87,1H_88,1H_89,1H_90,1H_91,1H_92,1H_93,1H_94,15M_0,15M_1,15M_2,15M_3,15M_4,15M_5,15M_6,15M_7,15M_8,15M_9,15M_10,15M_11,15M_12,15M_13,15M_14,15M_15,15M_16,15M_17,15M_18,15M_19,15M_20,15M_21,15M_22,15M_23,15M_24,15M_25,15M_26,15M_27,15M_28,15M_29,15M_30,15M_31,15M_32,15M_33,15M_34,15M_35,15M_36,15M_37,15M_38,15M_39,15M_40,15M_41,15M_42,15M_43,15M_44,15M_45,15M_46,15M_47,15M_48,15M_49,15M_50,15M_51,15M_52,15M_53,15M_54,15M_55,15M_56,15M_57,15M_58,15M_59,15M_60,15M_61,15M_62,15M_63,15M_64,15M_65,15M_66,15M_67,15M_68,15M_69,15M_70,15M_71,15M_72,15M_73,15M_74,15M_75,15M_76,15M_77,15M_78,15M_79,15M_80,15M_81,15M_82,15M_83,15M_84,15M_85,15M_86,15M_87,15M_88,15M_89,15M_90,15M_91,15M_92,15M_93,15M_94,15M_95,15M_96,15M_97,15M_98,15M_99,15M_100,15M_101,15M_102,15M_103,15M_104,15M_105,15M_106,15M_107,15M_108,15M_109,15M_110,15M_111,15M_112,15M_113,15M_114,15M_115,15M_116,15M_117,15M_118,15M_119,15M_120,15M_121,15M_122,15M_123,15M_124,15M_125,15M_126,15M_127,15M_128,15M_129,15M_130,15M_131,15M_132,15M_133,15M_134,15M_135,15M_136,15M_137,15M_138,15M_139,15M_140,15M_141,15M_142,15M_143,15M_144,15M_145,15M_146,15M_147,15M_148,15M_149,15M_150,15M_151,15M_152,15M_153,15M_154,15M_155,15M_156,15M_157,15M_158,15M_159,15M_160,15M_161,15M_162,15M_163,15M_164,15M_165,15M_166,15M_167,15M_168,15M_169,15M_170,15M_171,15M_172,15M_173,15M_174,15M_175,15M_176,15M_177,15M_178,15M_179,15M_180,15M_181,15M_182
2021-04-21,2469.54000000,2362.98000000,2346.62000000,2326.43000000,2230.00000000,2199.89000000,2147.32000000,2177.04000000,2220.00000000,2188.38000000,2252.82000000,2277.84000000,2275.00000000,2300.00000000,2248.98000000,2194.56000000,2150.00000000,2223.00000000,2229.91000000,2340.00000000,2395.54000000,2384.25000000,2420.68000000,2475.65000000,2495.00000000,2493.12000000,2461.94000000,2440.88000000,2437.24000000,2450.00000000,2498.62000000,2548.29000000,2543.47000000,2491.00000000,2477.41000000,2487.38000000,2479.94000000,2481.00000000,2447.29000000,2385.97000000,2394.08000000,2393.51000000,2400.00000000,2362.98000000,2338.54000000,2346.62000000,2344.31000000,2333.00000000,2326.43000000,2297.47000000,2271.11000000,2265.00000000,2189.23000000,2230.00000000,2223.81000000,2196.37000000,2199.89000000,2191.53000000,2158.81000000,2153.32000000,2098.27000000,2131.30000000,2145.00000000,2147.32000000,2130.06000000,2177.04000000,2201.86000000,2210.00000000,2220.00000000,2215.71000000,2188.38000000,2174.75000000,2148.60000000,2144.01000000,2156.35000000,2217.08000000,2232.00000000,2252.82000000,2251.86000000,2232.15000000,2250.63000000,2277.84000000,2275.00000000,2266.32000000,2264.99000000,2268.92000000,2278.30000000,2295.00000000,2300.00000000,2265.00000000,2248.98000000,2247.78000000,2224.85000000,2227.69000000,2194.56000000,2177.47000000,2169.91000000,2182.07000000,2150.00000000,2149.73000000,2126.29000000,2107.38000000,2140.90000000,2144.83000000,2155.10000000,2223.00000000,2229.91000000,2209.68000000,2189.51000000,2206.59000000,2268.95000000,2296.00000000,2307.70000000,2340.00000000,2383.54000000,2395.54000000,2393.64000000,2391.46000000,2384.25000000,2375.57000000,2369.88000000,2367.41000000,2386.34000000,2420.68000000,2414.61000000,2418.13000000,2429.43000000,2443.30000000,2470.00000000,2475.65000000,2474.32000000,2481.89000000,2484.55000000,2495.00000000,2493.12000000,2490.56000000,2489.99000000,2475.00000000,2356.06000000,2333.62000000,2331.00000000,2331.80000000,2338.54000000,2327.86000000,2334.99000000,2346.40000000,2346.62000000,2344.31000000,2343.72000000,2335.89000000,2330.60000000,2319.00000000,2328.25000000,2329.52000000,2333.00000000,2326.43000000,2314.00000000,2295.54000000,2293.06000000,2293.60000000,2295.13000000,2297.47000000,2287.99000000,2271.11000000,2264.85000000,2264.45000000,2261.60000000,2265.00000000,2225.92000000,2219.00000000,2202.55000000,2189.23000000,2160.00000000,2171.63000000,2184.75000000,2187.35000000,2205.16000000,2217.75000000,2230.00000000,2223.81000000,2217.99000000,2198.00000000,2191.98000000,2186.36000000,2186.17000000,2176.06000000,2196.37000000,2199.89000000,2184.08000000,2189.09000000,2194.84000000,2191.53000000,2185.74000000,2174.79000000,2154.78000000,2152.30000000,2158.81000000,2158.41000000,2146.70000000,2153.32000000,2134.77000000,2144.10000000,2133.00000000,2098.27000000,2082.71000000,2086.96000000,2086.93000000,2086.12000000,2113.86000000,2119.28000000,2131.30000000,2124.71000000,2133.26000000,2137.44000000,2145.00000000,2147.32000000,2127.00000000,2109.96000000,2120.30000000,2130.06000000,2124.76000000,2107.09000000,2122.33000000,2156.18000000,2177.04000000,2173.74000000,2170.00000000,2189.98000000,2201.86000000,2207.05000000,2210.00000000,2202.66000000,2204.10000000,2220.00000000,2219.33000000,2207.10000000,2205.54000000,2211.67000000,2215.71000000,2196.29000000,2187.46000000,2188.38000000,2175.00000000,2178.73000000,2176.88000000,2174.75000000,2170.33000000,2168.87000000,2171.12000000,2148.60000000,2134.23000000,2137.09000000,2128.00000000,2123.72000000,2141.18000000,2144.01000000,2138.59000000,2113.65000000,2147.15000000,2156.35000000,2145.25000000,2155.69000000,2173.32000000,2192.91000000,2217.08000000,2222.70000000,2226.00000000,2218.13000000,2232.00000000,2234.83000000,2250.92000000,2252.82000000,2246.63000000,2251.86000000,2242.96000000,2236.95000000,2232.40000000,2220.00000000,2221.98000000,2222.23000000,2232.15000000,2242.88000000,2249.67000000,2242.76000000,2250.63000000,2253.87000000,2259.24000000,2264.25000000,2277.84000000,2275.00000000,2266.44000000,2263.01000000,2269.43000000,2266.32000000,2252.24000000,2250.00000000,2246.65000000,2257.40000000,2254.01000000,2253.36000000,2264.99000000,2265.00000000,2267.00000000,2267.34000000,2268.92000000,2278.30000000,2271.44000000,2258.17000000,2252.44000000,2257.85000000,2295.00000000,2246.34000000,2254.15000000,2300.00000000,2262.80000000,2268.17000000,2300.00000000,2265.00000000,2260.00000000,2228.88000000,2249.00000000
