Open Time,High,4H_0,4H_1,4H_2,4H_3,4H_4,4H_5,4H_6,4H_7,4H_8,4H_9,4H_10,4H_11,4H_12,4H_13,4H_14,4H_15,4H_16,4H_17,4H_18,4H_19,4H_20,4H_21,4H_22,4H_23,4H_24,4H_25,4H_26,4H_27,4H_28,4H_29,4H_30,4H_31,4H_32,4H_33,4H_34,4H_35,4H_36,4H_37,4H_38,4H_39,4H_40,4H_41,1H_0,1H_1,1H_2,1H_3,1H_4,1H_5,1H_6,1H_7,1H_8,1H_9,1H_10,1H_11,1H_12,1H_13,1H_14,1H_15,1H_16,1H_17,1H_18,1H_19,1H_20,1H_21,1H_22,1H_23,1H_24,1H_25,1H_26,1H_27,1H_28,1H_29,1H_30,1H_31,1H_32,1H_33,1H_34,1H_35,1H_36,1H_37,1H_38,1H_39,1H_40,1H_41,1H_42,1H_43,1H_44,1H_45,1H_46,1H_47,1H_48,1H_49,1H_50,1H_51,1H_52,1H_53,1H_54,1H_55,1H_56,1H_57,1H_58,1H_59,1H_60,1H_61,1H_62,1H_63,1H_64,1H_65,1H_66,1H_67,1H_68,1H_69,1H_70,1H_71,1H_72,1H_73,1H_74,1H_75,1H_76,1H_77,1H_78,1H_79,1H_80,1H_81,1H_82,1H_83,1H_84,1H_85,1H_86,1H_87,1H_88,1H_89,1H_90,1H_91,1H_92,1H_93,1H_94,1H_95,15M_0,15M_1,15M_2,15M_3,15M_4,15M_5,15M_6,15M_7,15M_8,15M_9,15M_10,15M_11,15M_12,15M_13,15M_14,15M_15,15M_16,15M_17,15M_18,15M_19,15M_20,15M_21,15M_22,15M_23,15M_24,15M_25,15M_26,15M_27,15M_28,15M_29,15M_30,15M_31,15M_32,15M_33,15M_34,15M_35,15M_36,15M_37,15M_38,15M_39,15M_40,15M_41,15M_42,15M_43,15M_44,15M_45,15M_46,15M_47,15M_48,15M_49,15M_50,15M_51,15M_52,15M_53,15M_54,15M_55,15M_56,15M_57,15M_58,15M_59,15M_60,15M_61,15M_62,15M_63,15M_64,15M_65,15M_66,15M_67,15M_68,15M_69,15M_70,15M_71,15M_72,15M_73,15M_74,15M_75,15M_76,15M_77,15M_78,15M_79,15M_80,15M_81,15M_82,15M_83,15M_84,15M_85,15M_86,15M_87,15M_88,15M_89,15M_90,15M_91,15M_92,15M_93,15M_94,15M_95,15M_96,15M_97,15M_98,15M_99,15M_100,15M_101,15M_102,15M_103,15M_104,15M_105,15M_106,15M_107,15M_108,15M_109,15M_110,15M_111,15M_112,15M_113,15M_114,15M_115,15M_116,15M_117,15M_118,15M_119,15M_120,15M_121,15M_122,15M_123,15M_124,15M_125,15M_126,15M_127,15M_128,15M_129,15M_130,15M_131,15M_132,15M_133,15M_134,15M_135,15M_136,15M_137,15M_138,15M_139,15M_140,15M_141,15M_142,15M_143,15M_144,15M_145,15M_146,15M_147,15M_148,15M_149,15M_150,15M_151,15M_152,15M_153,15M_154,15M_155,15M_156,15M_157,15M_158,15M_159,15M_160,15M_161,15M_162,15M_163,15M_164,15M_165,15M_166,15M_167,15M_168,15M_169,15M_170,15M_171,15M_172,15M_173,15M_174,15M_175,15M_176,15M_177,15M_178,15M_179,15M_180,15M_181,15M_182,15M_183,15M_184,15M_185,15M_186,15M_187,15M_188,15M_189,15M_190,15M_191
2021-01-04,1162.97000000,1025.81000000,1011.07000000,978.00000000,921.73000000,832.30000000,805.74000000,781.59000000,785.48000000,787.69000000,772.80000000,738.35000000,740.49000000,734.40000000,731.97000000,737.73000000,743.33000000,741.76000000,747.09000000,749.00000000,745.00000000,743.00000000,747.60000000,753.01000000,755.74000000,755.61000000,755.61000000,758.74000000,736.48000000,737.30000000,743.78000000,747.50000000,737.30000000,732.00000000,739.85000000,734.47000000,713.22000000,740.78000000,747.58000000,748.09000000,740.53000000,741.60000000,739.00000000,994.56000000,1011.07000000,997.90000000,957.87000000,964.33000000,924.11000000,941.93000000,958.21000000,978.00000000,920.00000000,921.73000000,888.33000000,835.86000000,832.30000000,829.00000000,825.66000000,819.50000000,805.74000000,801.92000000,790.00000000,778.44000000,779.28000000,781.59000000,779.00000000,778.86000000,777.73000000,774.50000000,771.34000000,785.48000000,787.69000000,784.39000000,784.66000000,782.98000000,768.99000000,771.28000000,772.80000000,757.00000000,731.10000000,733.93000000,734.64000000,738.35000000,738.66000000,740.49000000,733.40000000,730.67000000,731.96000000,734.40000000,731.75000000,730.66000000,730.58000000,731.97000000,730.61000000,730.71000000,728.28000000,731.80000000,736.45000000,737.73000000,740.00000000,742.67000000,741.99000000,743.33000000,741.76000000,738.87000000,734.77000000,738.48000000,740.51000000,743.25000000,743.23000000,747.09000000,747.23000000,749.00000000,749.00000000,739.00000000,741.70000000,742.50000000,745.00000000,744.50000000,742.00000000,740.96000000,743.00000000,736.97000000,738.99000000,734.06000000,736.00000000,747.60000000,751.71000000,753.01000000,747.89000000,749.98000000,755.74000000,744.72000000,743.43000000,747.22000000,744.02000000,741.98000000,746.81000000,994.56000000,1007.47000000,1011.07000000,992.36000000,996.50000000,997.70000000,997.90000000,985.01000000,953.00000000,955.40000000,957.87000000,955.37000000,952.00000000,952.20000000,964.33000000,960.36000000,946.43000000,921.84000000,913.42000000,920.00000000,924.11000000,922.88000000,918.58000000,937.72000000,941.93000000,951.83000000,950.29000000,958.21000000,951.27000000,962.92000000,973.80000000,978.00000000,965.00000000,920.00000000,905.00000000,911.27000000,919.12000000,920.55000000,921.73000000,909.00000000,881.47000000,888.33000000,885.24000000,853.46000000,837.30000000,832.78000000,835.86000000,835.70000000,834.11000000,831.52000000,830.32000000,831.00000000,832.30000000,829.00000000,823.81000000,825.70000000,828.96000000,819.68000000,820.33000000,820.73000000,825.66000000,819.50000000,815.62000000,802.64000000,801.54000000,803.26000000,805.74000000,805.64000000,800.00000000,800.49000000,800.51000000,801.92000000,796.55000000,789.29000000,790.00000000,788.45000000,788.42000000,778.44000000,773.14000000,773.00000000,774.58000000,775.90000000,776.38000000,776.63000000,779.28000000,781.59000000,778.78000000,777.79000000,778.82000000,779.00000000,777.38000000,776.54000000,777.90000000,778.86000000,778.00000000,774.14000000,778.40000000,777.73000000,777.41000000,777.00000000,772.60000000,774.50000000,774.31000000,774.29000000,770.00000000,770.26000000,768.40000000,771.34000000,768.55000000,772.43000000,774.07000000,778.82000000,785.48000000,787.69000000,786.54000000,783.80000000,783.66000000,784.39000000,781.00000000,778.77000000,780.66000000,781.67000000,779.64000000,779.68000000,784.66000000,782.98000000,779.30000000,771.15000000,774.88000000,768.77000000,768.99000000,765.95000000,764.00000000,762.89000000,759.89000000,763.48000000,771.28000000,771.37000000,772.80000000,769.89000000,762.32000000,757.00000000,750.00000000,743.00000000,730.79000000,730.80000000,729.74000000,730.59000000,731.10000000,730.92000000,733.93000000,733.50000000,728.60000000,733.00000000,732.58000000,734.34000000,734.64000000,734.37000000,733.97000000,732.14000000,738.35000000,736.00000000,736.12000000,737.11000000,738.66000000,740.49000000,735.74000000,732.70000000,733.19000000,732.00000000,732.48000000,732.49000000,733.40000000,730.20000000,730.67000000,728.64000000,730.54000000,730.79000000,731.16000000,731.51000000,731.96000000,732.83000000,734.40000000,733.50000000,733.27000000,731.75000000,730.31000000,721.30000000,720.83000000,722.60000000,723.13000000,727.64000000
